Name,Link,Rating,Enroll,Instructor,Time,Level,Fee,Program,Subtitle,Subject,Organization,Knowledge,Programing Language,Tool,Platform,Framework,Knowledge_P,Programing Language_P,Tool_P,Platform_P,Framework_P
"Using JavaScript, JQuery, and JSON in Django",https://www.edx.org/course/using-javascript-jquery-and-json-in-django,,,Charles Russell Severance,19 hours,Intermediate,100,Django For Everybody Specialization,"Arabic, French, Portuguese (European), Italian, Vietnamese, German, Russian, English, Spanish",Computer Science,University of Michigan,"document object model (dom), many-to-many data modeling","json, javascript",,jquery,django,,,,,
Introduction to DevOps and Site Reliability Engineering,https://www.edx.org/course/introduction-to-devops-and-site-reliability-engineering,,22382,Gourav Shah,16 hours,Beginner,100,Introduction to DevOps: Practices and Tools,English,Computer Science,LinuxFoundationX,"devops, site relabilty, sre",,,,,,,,,
Introduction to Jenkins,https://www.edx.org/course/introduction-to-jenkins,,15024,"Deepika Gautam, Himanshu Gautam",30 hours,Beginner,100,Introduction to DevOps: Practices and Tools,English,Computer Science,LinuxFoundationX,"ci/cd, automate software",jenkins,,,,,,,,
Introduction to Serverless on Kubernetes,https://www.edx.org/course/introduction-to-serverless-on-kubernetes,,7271,,17 hours,Beginner,100,Introduction to DevOps: Practices and Tools,English,Computer Science,LinuxFoundationX,"lambda architecture, serverless, binary data, authentication",,kubernetes,,,,,,,
Applied Scrum for Agile Project Management,https://www.edx.org/course/usmx-applied-scrum-for-project-management-2,,81310,,9 hours,Advanced,100,Agile Project Management,English,Engineering,"UMD, USMx","agile, scrum",,,,,,,,,
How to Code: Simple Data,https://www.edx.org/course/how-to-code-simple-data,,122196,Gregor Kiczales,17 hours,Beginner,100,Software Development,English,Computer Science,University of British Columbia,"single task, common patterns",,,,,,,,,
How to Code: Complex Data,https://www.edx.org/course/how-to-code-complex-data,,38575,Gregor Kiczales,12 hours,Beginner,100,Software Development,English,Computer Science,University of British Columbia,"design function, design program, avoid repetition",,,,,,,,,
Software Construction: Data Abstraction,https://www.edx.org/course/software-construction-data-abstraction,,20811,"Gail Murphy, Elisa Baniassad",35 hours,Beginner,100,Software Development,English,Computer Science,University of British Columbia,,java,,,junit,,,,,
Software Construction: Object-Oriented Design,https://www.edx.org/course/software-construction-object-oriented-design,,25578,"Gail Murphy, Elisa Baniassad",40 hours,Intermediate,100,Software Development,English,Computer Science,University of British Columbia,"software design patterns,object oritend programming, api",,,,,,,,,
Software Engineering: Introduction,https://www.edx.org/course/software-engineering-introduction,,42945,Reid Holmes,45 hours,Advanced,100,Software Development,English,Computer Science,University of British Columbia,"non-trivial software system, agile, role of refeactoring, software testing",,,,,"data structure, object-oriented design",,,,
Software Development Capstone Project,https://www.edx.org/course/software-development-capstone-project,,15705,Reid Holmes,45 hours,Advanced,100,Software Development,English,Computer Science,University of British Columbia,agile. non-trivial software system,typescript,node.js,,,"data structure, object-oriented design",,,,
NoSQL Database Basics,https://www.edx.org/course/nosql-basics,,,"Karthik Muthuraman, Aije Egwaikhide",12 hours,Beginner,100,"NoSQL, Big Data Spark Fucndamentals",English,Computer Science,IBM,"nosql datastores, crub operation, cql shell, http api",,"mongodb, cassandra, cloudant",,,,,,,
"Big Data, Hadoop, and Spark Basics",https://www.edx.org/course/big-data-hadoop-and-spark-basics,,,"Karthik Muthuraman, Aije Egwaikhide",14 hours,Beginner,100,"NoSQL, Big Data Spark Fucndamentals",English,Computer Science,IBM,"big data, hadoop architecture, ecosystem, hadoop distributed file system (hdfs)",,"hbase, apache spark",,,,,,,
Apache Spark for Data Engineering and Machine Learning,https://www.edx.org/course/apache-spark-for-data-engineering-and-machine-learning,,,,10 hours,Intermediate,100,"NoSQL, Big Data Spark Fucndamentals",English,Computer Science,IBM,"apache spark structured streaming, graph, graphframes, etl",,,,,,,,,
Computing in Python I: Fundamentals and Procedural Programming,https://www.edx.org/course/computing-in-python-i-fundamentals-and-procedural,,203065,David Joyner,48 hours,Beginner,100,Introduction to Python Programming,English,Computer Science,Georgia Tech,,python,,,,,,,,
Computing in Python II: Control Structures,https://www.edx.org/course/computing-in-python-ii-control-structures,,41868,David Joyner,48 hours,Beginner,100,Introduction to Python Programming,English,Computer Science,Georgia Tech,,python,,,,,,,,
Computing in Python III: Data Structures,https://www.edx.org/course/computing-in-python-iii-data-structures,,35669,David Joyner,48 hours,Beginner,100,Introduction to Python Programming,English,Computer Science,Georgia Tech,,python,,,,,,,,
Computing in Python IV: Objects & Algorithms,https://www.edx.org/course/computing-in-python-iv-objects-algorithms,,36525,David Joyner,48 hours,Beginner,100,Introduction to Python Programming,English,Computer Science,Georgia Tech,"object-oriented programming (oop), search algorithms, sorting algorithms, big o notation",python,,,,,,,,
Introduction to Java Programming: Starting to code in Java,https://www.edx.org/course/introduction-to-java-programming-starting-to-code,,349496,Carlos Delgado Kloos,36 hours,Beginner,100,Introduction to Java Programming,"English, Español",Computer Science,UC3Mx,"object-oriented programming (oop), api",java,eclipse,,,,,,,
Introduction to Java Programming: Writing Good Code,https://www.edx.org/course/introduction-to-java-programming-writing-good-code,,55339,Carlos Delgado Kloos,27 hours,Beginner,100,Introduction to Java Programming,"English, Español",Computer Science,UC3Mx,,java,eclipse,,,,,,,
Introduction to Java Programming: Fundamental Data Structures and Algorithms,https://www.edx.org/course/introduction-to-java-programming-fundamental-data,,38127,Carlos Delgado Kloos,27 hours,Beginner,100,Introduction to Java Programming,"English, Español",Computer Science,UC3Mx,"linear data structures, non-linear data structures, searching algorithms, sorting algorithms",java,,,,,,,,
"Automated Software Testing: Unit Testing, Coverage Criteria and Design for Testability",https://www.edx.org/course/automated-software-testing-unit-testing-coverage-2,,17865,Arie van Deursen,18 hours,Intermediate,100,Automated Software Testing,English,Computer Science,DelftX,"test cases, software testing",,,,junit,,,,,
Automated Software Testing: Model and State-based Testing,https://www.edx.org/course/automated-software-testing-model-and-state-based-2,,8803,Arie van Deursen,18 hours,Advanced,100,Automated Software Testing,English,Computer Science,DelftX,"software testing, test cases",,,,,,,,,
Software Testing Masterclass (2022) - From Novice to Expert,https://www.udemy.com/course/software-testing-masterclass-from-novice-to-expert/,4.5,19655,Ozan llhan,7 hours,,100,,English,Software Testing,,software testing,,"jira, confluence, testrail, testlodge, charles proxy, postman, github, miro",,,,,,,
The Complete 2022 Software Testing Bootcamp,https://www.udemy.com/course/testerbootcamp/,4.5,55977,Tarek Roshdy ,28 hours,,100,,"English, French, German, Indonesian, Italian, Portuguese, Spanish",Software Testing,,"software testing, test cases, test scenarios, agile, api testing, performance testing, exploratory testing",,,"testlink, jira, postman, jmeter",,,,,,
Developer To Architect: Mastering Software Architecture,https://www.udemy.com/course/developer-to-architect/,4.5,12299,NewTechWays - Anurag Yadav,25.5 hours,,100,,English,Software Architecture,,"three tier application architecture, non-function requirements,containers",cassandra,"docker, kubernetes",,"nodejs, redis, apache kafka, hadoop, elastic search",,,,,
Software Architecture Case Studies,https://www.udemy.com/course/software-architecture-case-studies/,4.5,11599,Memi Lavi,3.5 hours,,100,.net core,English,Software Architecture,,"non-functional requirements, various messaging",java,"mongodb, mysql, sql server",,,,,,,
Object-Oriented Design,https://www.coursera.org/learn/object-oriented-design,4.7,74759,Kenny Wong,17 hours,Intermediate,100,Software Design and Architecture Specialization,"Arabic, French, Portuguese (European), Italian, Vietnamese, German, Russian, English, Spanish",Software Development,University of Alberta,"capstone project, class responsibility collaborator, object-oriented model, object-oriented design, object-oriented alalysis",uml,,,,,,,,
UML Class Diagrams for Programmers,https://www.udemy.com/course/uml-class-diagrams-for-programmers/,4.4,4236,Riaan Nel,1 hours,,100,,English,Software Engineering,,,uml,,,,,,,,
Learning Path: Modern DevOps,https://www.udemy.com/course/modern-devops/,4.4,5121,Packt Punlishing,15 hours,,100,,English,Database Design & Development,,"devops, kaizen",,"git, docker, puppet",,,,,,,
1 day MVP 2.0 | Go from idea to MVP in just 1 day,https://www.udemy.com/course/1-day-mvp-find-the-right-idea-and-build-a-demo-in-1-day/,4.7,42600,Evan Kimbrell,13.5 hours,,100,,"English, French",Entrepreneurship,,"landing pages, a/b test, mvp",,,unbounce,,,,,,
Pro Android: Modern Android Architectures - MVVM MVP MVC,https://www.udemy.com/course/androidarchitectures/,4.6,1557,Catalin Stefan,2.5 hours,,100,,English,mobile development,,"mvc, mvp, mvvm, reactive programming",,,android,"rxjava, retrofit",,,,,
MVVM Design Pattern Using Swift in iOS,https://www.udemy.com/course/mastering-mvvm-for-ios/,4.2,15886,Mohammad Azam,8 hours,,100,,English,mobile development,,"mvvm, mvc",swift,,ios,,,,,,
SwiftUI - Declarative Interfaces for any Apple Device,https://www.udemy.com/course/swiftui-declarative-interfaces-for-any-apple-device/,4.5,7856,Mohammad Azam,25.5 hours,,100,,English,Mobile Development,,"mvvc, json web api",swift,xcode,ios,swiftui,,,,,
Build Responsive Real-World Websites with HTML and CSS,https://www.udemy.com/course/design-and-develop-a-killer-website-with-html5-and-css3/,4.8,280747,Jonas Schmedtmann,37.5 hours,,100,,"English, French",Web Development,,"layout patterns, web design rule","html, css, thml5, scratch",,,,,,,,
Web Design for Beginners: Real World Coding in HTML & CSS,https://www.udemy.com/course/web-design-for-beginners-real-world-coding-in-html-css/,4.6,69,Brad Schiff,11 hours,,100,,"English, French",Web Development,,responsive design,"css3, html",,,,,,,,
Modern HTML & CSS From The Beginning (Including Sass),https://www.udemy.com/course/modern-html-css-from-the-beginning/,4.7,64,Brad Traversy,21 hours,,100,,"English, French",Web Development,,"ftp, flexbox","html5, css3, css, sass",git,,,,,,,
"Start the UX Design Process: Empathize, Define, and Ideate",https://www.coursera.org/learn/start-ux-design-process?specialization=google-ux-design,4.8,108759,Google Career Certificates,27 hours,Beginner,100,Google UX Design Professional Certificate,English,Computer Science,Google,"user experience (ux), ux research, wireframe, prototype, user experience design (uxd)",,adobe xd,,,,,,,
Build Wireframes and Low-Fidelity Prototypes,https://www.coursera.org/learn/wireframes-low-fidelity-prototypes?specialization=google-ux-design,4.9,58766,Google Career Certificates,19 hours,Beginner,100,Google UX Design Professional Certificate,English,Computer Science,Google,"user experience (ux), ux research, wireframe, prototype, user experience design (uxd), interactive designs",,figma,,,,,,,
Conduct UX Research and Test Early Concepts,https://www.coursera.org/learn/conduct-ux-research,4.8,45346,Google Career Certificates,21 hours,Beginner,100,Google UX Design Professional Certificate,English,Computer Science,Google,"user experience (ux), ux research, usability testing, prototype, user experience design (uxd)",,,,,,,,,
Create High-Fidelity Designs and Prototypes in Figma,https://www.coursera.org/learn/high-fidelity-designs-prototype?specialization=google-ux-design,4.8,40098,Google Career Certificates,33 hours,Beginner,100,Google UX Design Professional Certificate,English,Computer Science,Google,"user experience (ux), mockup, prototype, user experience design (uxd)",figma,,,,,,,,
Design a User Experience for Social Good & Prepare for Jobs,https://www.coursera.org/learn/ux-design-jobs?specialization=google-ux-design,4.9,25928,Google Career Certificates,46 hours,Beginner,100,Google UX Design Professional Certificate,English,Computer Science,Google,"user experience (ux), ux research, usability testing, prototype, user experience design (uxd)",,,,,,,,,
Introduction to DevOps,https://www.coursera.org/learn/intro-to-devops?specialization=devops-and-software-engineering,,,John Rofrano,6 hours,Beginner,100,IBM DevOps and Software Engineering Professional Certificate,English,Computer Science,IBM,"devops, continuous integraton, continuous delevery, test-driven development, behavior-driven development",,,,,,,,,
Introduction to Agile Software Development: Tools & Techniques,https://www.edx.org/course/introduction_to_agile_software_development?index=product&queryID=d448bf81f3c659dd4a9b0b2d4b340a54&position=1,,135493,"Armando Fox, David Patterson",35 hours,Intermediate,100,Mastering Agile Development of Software as a Service,English,Computer Science,"Berkeley, Universty of California","saas, agile, cloud computing",,,,ruby on rails,,,,,
Advanced Topics and Techniques in Agile Software Development,https://www.edx.org/course/advanced_topics_techniques_in_agile_software_development,,53661,"Armando Fox, David Patterson",35 hours,Intermediate,100,,English,Computer Science,"Berkeley, Universty of California","saas,behavior-driven design, test-driven development",,,,,,,,,
Mastering Agile Software Development and Deployment,https://www.edx.org/course/mastering_agile_software_development_and_deployment,,,"Armando Fox, David Patterson",35 hours,Intermediate,100,Mastering Agile Development of Software as a Service,English,Computer Science,"Berkeley, Universty of California","agile, design patterns, refactoring, devops",,,,,,,,,
Exploring GraphQL: A Query Language for APIs,https://www.edx.org/course/exploring-graphql-a-query-language-for-apis?index=product&queryID=a71c9a1e7cb958aa8c423d28f3f63998&position=1,,20804,"Allison Colyer, Rohit Ravikoti",8 hours,Beginner,100,,English,Computer Science,The Linux Foundation,,graphql,,,,,,,,
"NodeJS - The Complete Guide (MVC, REST APIs, GraphQL, Deno)",https://www.udemy.com/course/nodejs-the-complete-guide/,4.7,150123,Maximilian Schwarzmüller,40.5 hours,,100,,"Arabic, French, Portuguese (European), Italian, Vietnamese, German, Russian, English, Spanish",Programming Language,,"rest api, graphql api,mvc, web socket",sql,"node.js, mongodb",,,,,,,
The Ultimate Hands-On Hadoop: Tame your Big Data!,https://www.udemy.com/course/the-ultimate-hands-on-hadoop-tame-your-big-data/,4.6,145356,Frank Kare,14.5 hours,,100,,"English, Portuguese, Spanish",Business Analytics & Intelligence,,"distributed system, hadoop distributed file system (hdfs), spark streaming",,"mapreduce, hive, mysql, hbase, cassandra, mongodb, apache drill, apache phoenix, presto, yarn, tez, mesos, zookeeper, zeppelin, hue, oozie, apache spark, sqoop, apache flume","apache pig, apache hadoop, apache flink",apache kafka,,,,,
"Database Architecture, Scale, and NoSQL with Elasticsearch",https://www.edx.org/course/database-architecture-scale-and-nosql-with-elasticsearch?index=product&queryID=7a8cd0ace21db340855edbee7f77b3b4&position=1,,,Charles Severance,8 hours,Beginner,100,,English,Computer Science,University of Michigan,acid,sql,"postgresql, elasticsearch",,,,,,,
"Database Architecture, Scale, and NoSQL with Elasticsearch",https://www.coursera.org/learn/database-architecture-scale-nosql-elasticsearch-postgresql?,4.4,2668,Charles Severance,10 hours,Intermediate,100,,English,Computer Science,University of Michigan,acid,sql,"postgresql, elasticsearch",,,,,,,
Introduction to Database Queries,https://www.edx.org/course/introduction-to-database-queries,,14861,Aspen Olmsted,40 hours,Beginner,100,Introduction to Databases,English,Computer Science,NYUx,relation database management system (rdms),sql,,,,,,,,
Advanced Database Queries,https://www.edx.org/course/advanced-database-queries,,,Aspen Olmsted,40 hours,Intermediate,100,Introduction to Databases,English,Computer Science,NYUx,,sql,,,,,,,,
The Complete Node.js Developer Course (3rd Edition),https://www.udemy.com/course/the-complete-nodejs-developer-course-2/,4.7,261098,"Andrew Mead, Rob Percival",35 hours,,100,,"English, French, German, Indonesian, Italian, Portuguese, Spanish",Programming Languages,,"express web server, rest api, asynchronous programming, web socket, code testing",javascript,"mongoose, mongodb, node.js, github, git, socket.io",,jest,,,,,
PHP with Laravel for beginners - Become a Master in Laravel,https://www.udemy.com/course/php-with-laravel-for-beginners-become-a-master-in-laravel/,4.4,47009,Edwin Diaz,43 hours,,100,,"English, French, German, Indonesian, Italian, Portuguese, Spanish",Web Development,,"lavarel orm, crud, form validation, mvc",php,"blade, git, github, mysql, node.is",,lavarel,,,,,
Symfony 4 & 5 Web Development Guide: Beginner To Advanced,https://www.udemy.com/course/symfony-4-web-development-from-beginner-to-advanced/,4.2,5883,Symfony,24 hours,,100,,English,Web Development,,"http, doctrine orm, unit testing, functional testing, messenger component, cqrs pattern, rest api",php,"redis, rebbitmq",heroku,symfony,,,,,
Entity Framework in Depth: The Complete Guide,https://www.udemy.com/course/entity-framework-tutorial/,4.6,49476,Mosh Hamedani,6.5 hours,,100,,"English, French, Italian, Portuguese, Spanish",Software Development Tools,,"data-first workflow, code-first workflow, domain model",ling,,,entity framework core,,,,,
Complete guide to ASP.NET Core MVC (.NET 6),https://www.udemy.com/course/complete-aspnet-core-21-course/,4.5,21301,Bhrugen Patel,29 hours,,100,,"English, Italian",Web Development,,,,,azure,"asp net mvc core,  asp net core, bootstrap",,,,,
iOS & Swift - The Complete iOS App Development Bootcamp,https://www.udemy.com/course/ios-13-app-development-bootcamp/,4.8,262714,Dr. Angela Yu,59.5 hours,,100,,"English, French, Italian, Portuguese, Spanish",Mobile Development,,"augmented reality, machine learning, wireframe, mockup, prototype",swift,xcode,ios,"swiftui, arkit, coreml",,,,,
Spring & Hibernate for Beginners (includes Spring Boot),https://www.udemy.com/course/spring-hibernate-tutorial/,4.6,235739,Chad Darby,41 hours,,100,,"English, Arabic,French, German, Indonesian, Italian, Polish, Portuguese, Romanian, Spanish, Thai, Turkish",Programming Languages,,"real-time project,  crud, aspert-oriented programing (aop), rest api","json, java, scratch",apache maven,,"spring mvc, spring boot, hibernate, spring",,,,,
Master Microservices with Spring Boot and Spring Cloud,https://www.udemy.com/course/microservices-with-spring-boot-and-spring-cloud/,4.5,152182,in28Minutes Official,19.5 hours,,100,,"English, French, Italian, Portuguese, Spanish",Web Development,,"restful api, microservices, exception handling, validation, hateoas, load balancing, api gateway, fault tolerance",,"docker, kubernetes, spring cloud, eureka, zuul",,"spring boot, hystrix",,,,,
The Complete iOS 10 & Swift 3 Developer Course,https://www.udemy.com/course/complete-ios-10-developer-course/,4.5,62748,"Rob Percial, Codestars by Rob Percial",29.5 hours,,100,,English,Mobile Development,,,swift,xcode,ios,,,,,,
The Complete Android 12 & Kotlin Development Masterclass,https://www.udemy.com/course/android-kotlin-developer/,4.6,26476,Denis Panjuta,63 hours,,100,,English,Mobile Development,,,kotlin,android studio,"android, firebase",,,,,,
Android App Development Masterclass using Kotlin,https://www.udemy.com/course/android-oreo-kotlin-app-masterclass/,4.4,35914,"Tim Buchalka, Jean-Paul Roberts",62 hours,,100,,"English, French, Italian, Portuguese, Spanish",Mobile Development,,,"kotlin, sql","sqllite, android studio",android,appcompat,,,,,
Kotlin for Beginners: Learn Programming With Kotlin,https://www.udemy.com/course/kotlin-course/,4.4,14392,Peter Sommerhoff,6.5 hours,,100,,English,Mobile Development,,object-oriented programming,"kotlin, scratch",intellij,android,,,,,,
iOS 10 and Xcode 8 - Complete Swift 3 & Objective-C Course,https://www.udemy.com/course/ios-10-xcode-8/,4.4,4646,Aaron Caines,45 hours,,100,,English,Mobile Development,,,"objecttive-c, switf",xcode,ios,,,,,,
Flutter & Dart - The Complete Guide [2022 Edition],https://www.udemy.com/course/learn-flutter-dart-to-build-ios-android-apps/,4.6,170170,Maximilian Schwarzmüller,42 hours,,100,,"English, French, German, Indonesian, Italian, Portuguese, Spanish",Mobile Development,,user authentication,dart,,"android, ios",flutter,,,,,
The Complete 2021 Flutter Development Bootcamp with Dart,https://www.udemy.com/course/flutter-bootcamp-with-dart/,4.6,133162,Dr. Angela Yu,28.5 hours,,100,,"English, French, German, Indonesian, Italian, Portuguese, Spanish",Mobile Development,,,"dart, scratch",,"android, ios, firebase",flutter,,,,,
Reactive Programming in iOS with RxSwift,https://www.udemy.com/course/reactive-programming-in-ios-with-rxswift/,3.8,1575,Scott Gardner,3.5 hours,,100,,"English, Spanish",Mobile Development,,"traits, observable sequences, unit test, handle errors, reactive programming",swift,,ios,"rxswift, cocoa touch",,,,,
Functional & Reactive programming in Java : Modern Style,https://www.udemy.com/course/functional-programming-and-reactive-programming-in-java/,4.3,6732,Basics Strong,21 hours,,100,,"English, French, German, Indonesian, Italian, Polish, Portuguese, Romanian, Spanish",Mobile Development,,"streams, parallel streams, reactive programming, lambda architecture, design patterns",java,,android,rxjava,,,,,
The Complete Android R + Java Developer Course™ : 2021,https://www.udemy.com/course/java-android-complete-guide/,4.3,32655,Morteza Kordi,183 hours,,100,,"English, Portuguese",Mobile Development,,,"java, kotlin","eclipse, git",android,"rxjava, rxandroid",,,,,
The Complete RxJava 3 For Android Development Masterclass,https://www.udemy.com/course/rxjavarxandroid-bootcamp-reactivex-for-android-developers/,4.5,3925,Anushka Madusanka,,,100,,English,Mobile Development,,mvvm,,reactivex,android,"rxjava, rxandroid",,,,,
The Complete Ruby on Rails Developer Course,https://www.udemy.com/course/the-complete-ruby-on-rails-developer-course/,4.6,83629,"Rob Percial, Codestars by Rob Percial, Mashrur Hossain",45.5 hours,,100,,"English, French, Indonesian, Italian, Portugese, Spanish",Web Development,,crud,ruby,,,ruby on rails,,,,,
Dissecting Ruby on Rails 5 - Become a Professional Developer,https://www.udemy.com/course/professional-rails-5-development-course/,4.6,19135,Jordan Hudgens,43.5 hours,,100,,"English, French, Indonesian, Italian, Portugese, Spanish",Web Development,,,"ruby, javascript, coffeescript",xcode,heroku,"jquery, ruby on rails",,,,,
Flutter Tutorials - Latest Packages and Components - Flutter,https://www.udemy.com/course/flutter-tutorials-latest-packages-and-components/,4.7,12501,Code Studio,10 hours,,100,,English,Mobile Development,,,,,"ios, android, firebase, github","flutter, getx",,,,,
Master Software Testing+Jira+Agile on Live App-Be a TeamLead,https://www.udemy.com/course/learn-software-testing-in-practical-become-a-qa-expert/,4.5,10108,Rahul Shetty,10 hours,,100,,"English, French, Indonesian, Italian, Portugese, Spanish",Software Testing,,"software testing, manual testing, agile, scrum, sdlc, testdriven, behavior driven appoaches, test cases, smoke testing, sanity testing","sql, scratch","jira, bugzilla",,,,,,,
Docker Mastery: with Kubernetes +Swarm from a Docker Captain,https://www.udemy.com/course/docker-mastery/,4.6,257,"Bret Fisher, Docker Captain Program",19 hours,,100,,"English, French, German, Indonesian, Italian, Polish, Portuguese, Romanian, Spanish",Development,,"software testing, devops, ci testing",,"docker, compose, kubernetes",,,,,,,
Fast-start Usability Testing and UX Research – Begin Today!,https://www.udemy.com/course/master-usability-testing-and-ux-research/,4.4,3887,Mathew Nuzum,3.5 hours,,100,,English,Design,,"usability testing, ux research",,,,,,,,,
The Complete Agile Scrum Fundamentals Course + Certification,https://www.udemy.com/course/scrum-course-udemy/,4.4,74272,Mauricio Rubio,15.5 hours,,100,,"English, French, Indonesian, Italian, Portugese, Spanish",IT & Software,,"scrum, waterfall",,"jira, zoom",,,,,,,
Selenium WebDriver with Java -Basics to Advanced+Frameworks,https://www.udemy.com/course/selenium-real-time-examplesinterview-questions/,4.6,223,Rahul Shetty,56 hours,,100,,"English, French, German, Indonesian, Italian, Polish, Portuguese, Romanian, Spanish",Software Testing,,,"scratch, java","selenium, apache maven, jenkins, cucumber, git",,testng,,,,,
Appium -Mobile Testing (Android/IOS) from Scratch+Frameworks,https://www.udemy.com/course/mobile-automation-using-appiumselenium-3/,4.6,67738,Rahul Shetty,28.5 hours,,100,,"English, French, German, Indonesian, Italian, Polish, Portuguese, Romanian, Spanish",Software Testing,,ci/cd,scratch,"appium, maven, jenkins, git, extent reports, apache log4j2, selenium","android, ios","testng, junit",,,,,
Cucumber with Java-Build Automation Framework in lesser code,https://www.udemy.com/course/cucumber-tutorial/,4.5,28219,Rahul Shetty,11 hours,,100,,"English, French, German, Indonesian, Italian, Polish, Portuguese, Romanian, Spanish",Software Testing,,"behaviour-driven development, datadriven testing",,"maven, jenkins, github, selenium, cucumber",,,,,,,
AZ-900: Microsoft Azure Fundamentals Exam Prep - DEC 2021,https://www.udemy.com/course/az900-azure/,4.6,177641,Scott Duffy,5 hours,,100,,"English, French, German, Indonesian, Italian, Polish, Portuguese, Romanian, Spanish",IT & Software,,,,,azure,,,,,,
Rest API Testing (Automation) from Scratch-Rest Assured Java,https://www.udemy.com/course/rest-api-automation-testing-rest-assured/,4.6,89041,Rahul Shetty,24.5 hours,,100,,"English, French, German, Indonesian, Italian, Polish, Portuguese, Romanian, Spanish",Software Testing,,"rest api, manual testing, api testing",java,"postman, maven, cucumber",,,,,,,
Learn Java Unit Testing with Junit & Mockito in 30 Steps,https://www.udemy.com/course/mockito-tutorial-with-junit-examples/,4.4,48950,in28Minutes Official,4.5 hours,,100,,"English, French, Indonesian, Italian, Portugese, Spanish",IT & Software,,unit testing,,,,"junit, mockito",,,,,
Introduction to User Experience Design,https://www.edx.org/course/introduction-to-user-experience-3,,12566,Pierre-Majorique Léger,26 hours,Intermediate,100,UX Design and Evaluation,English,Computer Science,HEC Montréal,"user experience, ux design, ux stakeholders",,,,,,,,,
Foundations of Project Management,https://www.coursera.org/learn/project-management-foundations?specialization=google-project-management,4.9,404292,Google Career Certificates,15 hours,Beginner,100,Mastering Agile Development of Software as a Service,English,Leadership and Management,Google,"organizational culture, career development, strategic thinking, change management, project management",,,,,,,,,
Troubleshooting and Debugging Techniques,https://www.coursera.org/learn/troubleshooting-debugging-techniques?specialization=google-it-automation,4.6,68386,Google Career Certificates,19 hours,Beginner,100,Google IT Automation with Python Professional Certificate,"Arabic, French, Portuguese (European), Italian, Vietnamese, German, Russian, English, Spanish",Information Technology,Google,"improving software performance, managing scarce resources, advanced troubleshooting, finding the root cause of a problem",python,,,,,,,,
Configuration Management and the Cloud,https://www.coursera.org/learn/configuration-management-cloud?specialization=google-it-automation,4.8,54056,Google Career Certificates,18 hours,Beginner,100,Google IT Automation with Python Professional Certificate,"Arabic, French, Portuguese (European), Italian, Vietnamese, German, Russian, English, Spanish",Information Technology,Google,"automation at scale, configuration management, cloud computing, puppet, monitoring & alerting",python,,,,,,,,
Automating Real-World Tasks with Python,https://www.coursera.org/learn/automating-real-world-tasks-python?specialization=google-it-automation,4.8,42943,Google Career Certificates,13 hours,Beginner,100,Google IT Automation with Python Professional Certificate,"Arabic, French, Portuguese (European), Italian, Vietnamese, German, Russian, English, Spanish",Information Technology,Google,"api, serialization",python,,,,,,,,
Agile Meets Design Thinking,https://www.coursera.org/learn/uva-darden-getting-started-agile?specialization=agile-development,4.7,131104,Alex Cowan,10 hours,Beginner,100,"Agile Development Specialization, Digital Product Management Specialization","Arabic, French, Portuguese (European), Italian, Vietnamese, German, Russian, English, Spanish",Computer Science,University of Virginia,"agile, user experience design, software development",,,,,,,,,
Hypothesis-Driven Development,https://www.coursera.org/learn/uva-darden-agile-testing?specialization=agile-development,4.7,38332,Alex Cowan,10 hours,Beginner,100,"Agile Development Specialization, Digital Product Management Specialization","Arabic, French, Portuguese (European), Italian, Vietnamese, German, Russian, English, Spanish",Computer Science,University of Virginia,"usability testing, continuous delevery, lean startup, hypothesis-driven development",,,,,,,,,
Agile Analytics,https://www.coursera.org/learn/uva-darden-agile-analytics?specialization=agile-development,4.8,17906,Alex Cowan,15 hours,Beginner,100,"Agile Development Specialization, Digital Product Management Specialization","Arabic, French, Portuguese (European), Italian, Vietnamese, German, Russian, English, Spanish",Computer Science,University of Virginia,"agile, software development",,,,,,,,,
Managing an Agile Team,https://www.coursera.org/learn/uva-darden-agile-team-management?specialization=agile-development,4.7,50227,Alex Cowan,11 hours,Beginner,100,"Agile Development Specialization, Digital Product Management Specialization","Arabic, French, Portuguese (European), Italian, Vietnamese, German, Russian, English, Spanish",Computer Science,University of Virginia,"agile, backlog management, kanban, scrum, xp",,,,,,,,,
Digital Product Management: Modern Fundamentals,https://www.coursera.org/learn/uva-darden-digital-product-management?specialization=uva-darden-digital-product-management,4.7,136490,Alex Cowan,11 hours,Beginner,100,Digital Product Management Specialization,"Arabic, French, Portuguese (European), Italian, Vietnamese, German, Russian, English, Spanish",Computer Science,University of Virginia,"lean startup, design thinking, prodcut fit",,,,,,,,,
AWS Cloud Technical Essentials,https://www.coursera.org/learn/aws-cloud-technical-essentials?specialization=aws-devops,4.8,58001,"Alana Layton, Morgan Willis",16 hours,Beginner,100,"Modern Application Development with Node.js on AWS Specialization, Modern Application Development with Python on AWS Specialization, Modern Application Development with Java on AWS Specialization,DevOps on AWS Specialization",English,Computer Science,AWS,"cloud computing security, storage",,,aws,,,,,,
"DevOps on AWS: Code, Build, and Test",https://www.coursera.org/learn/devops-aws-code-build-test?specialization=aws-devops,4.7,2451,"Alana Layton, Rafael Lopes, Russel Sayers",5 hours,Intermediate,100,DevOps on AWS Specialization,English,Computer Science,AWS,"devops, test automation",,,aws,,,,,,
